-9.530502548024589737e-01 2.204291202261066118e+00
8.417147425594201371e-02 1.728678523442716664e+00
-4.335530972410776229e+00 -4.189985479388596445e+00
-6.055137924557896234e-01 2.570453374038370598e+00
-6.073090269351464343e-01 1.953976905035722966e+00
-3.303987827432589341e+00 -4.144177763391902580e+00
-9.713322738258035605e-01 1.984695786947251905e+00
-1.071859669534149351e+00 -4.914075017987216687e-01
-2.565010281178361051e+00 1.955187398465489668e-02
8.228241498927191255e-01 -3.621331877228405327e-01
-2.592288685392960534e-01 7.374874716639239214e-01
-2.779625822126764678e+00 -5.756391983275941371e-01
7.150122590922933785e-01 2.570353282128243322e+00
1.546157440534766669e-01 1.142148942822228008e+00
-2.854371911039472742e+00 -1.951781182178396190e-01
-1.342254412661456620e+00 -3.090295651731673310e+00
3.501716544038827594e-01 4.528654098451379006e-01
-3.031319868118885097e+00 5.613272551385618536e-01
-1.933919662638651671e+00 -2.247389734836462427e-01
-3.655480258365165103e+00 -4.818385273237485444e-01
-1.561250002772521128e+00 -2.059408225593157393e+00
-6.448366098720008655e-01 -7.461579065994951021e-01
-1.307710181180359310e+00 -3.163733285608433032e+00
-4.824098873336622462e-01 1.174631584913330862e+00
3.479510205477210905e-01 -5.718153921210846757e-01
-2.291772423473149800e+00 -4.232522516272484658e+00
-6.493993840153503561e-01 6.343208240082045535e-01
-2.122079310431739252e+00 -1.511032943390996586e+00
1.886759201141517739e+00 1.213317363191267040e+00
-1.252804717332043793e+00 3.459167184195925948e+00
-1.305567607433224531e+00 7.167077629653587634e-01
-7.569209552036592070e-01 -7.105258252986756951e-01
-4.360424033635921681e+00 -4.983592197827605430e-01
-4.227503556201309465e+00 -5.075448343742967605e-01
6.924440961763487223e-01 -3.567094836001771796e-02
-3.104072109316163175e+00 -2.995786528851707153e+00
-1.771208927641672926e+00 -2.998965034744295100e+00
-2.660012039473417911e+00 1.067844931985124646e+00
-1.970172502650906043e+00 -3.752485447978145316e+00
-1.998167150510938850e+00 -3.066106435048140177e+00
-3.528277182402810297e-01 2.051879178464960596e+00
